ID,Választókerület,Nyertes,Nyertesre leadott szavazatok száma,Nyertesre leadott szavazatok aránya a választókerületben leadott összes szavazaton belül,Második hely,Másodikra leadott szavazatok száma,Másodikra leadott szavazatok aránya a választókerületben leadott összes szavazaton belül,info,Fideszre leadott szavazatok száma,Összesített ellenzéki szavazatok száma,Év,,,
2018_84,Nógrád megye 2. számú egyéni választókerület,Balla Mihály Tibor (FIDESZ-KDNP),29754,54.26,Dobrocsi Lénárd (JOBBIK),15062,27.47,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Balla Mihály Tibor (FIDESZ-KDNP)</td><td>29754 (54,26%)</td></tr><tr class='JOBBIK'><td>Dobrocsi Lénárd (JOBBIK)</td><td>15062 (27,47%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Csukáné Szerémy Andrea (MSZP-PÁRBESZÉD)</td><td>6776 (12,36%)</td></tr><tr class='LMP'><td>Gyenes Szilárd (LMP)</td><td>2095 (3,82%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Dr. Frankfurter Zsuzsanna (MAGYAR MUNKÁSPÁRT)</td><td>543 (0,99%)</td></tr><tr class='Függetlenjelölt'><td>Ráczné Baranyi Georgina (Független jelölt)</td><td>122 (0,22%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>László Magdolna (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>114 (0,21%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Rácz Attila (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>94 (0,17%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Susa Vendel József (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>74 (0,13%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Pekár Csanád (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>64 (0,12%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Mazgon Jelena (KÖZÖS NEVEZŐ 2018)</td><td>55 (0,1%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Földiné Botos Marianna (TENNI AKARÁS MOZGALOM)</td><td>36 (0,07%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Jónásné Molnár Marianna (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>27 (0,05%)</td></tr><tr class='TENNIAKARÓKMAGYARORSZÁGIPÁRTJA'><td>Gazsi Richárd Boldizsár (TENNI AKARÓK MAGYARORSZÁGI PÁRTJA)</td><td>18 (0,03%)</td></tr></table>",29754,23933,2018,,,
2018_85,Pest megye 4. számú egyéni választókerület,Dr. Rétvári Bence Máté (FIDESZ-KDNP),27559,51.41,Fehér Zsolt (JOBBIK),12824,23.92,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Rétvári Bence Máté (FIDESZ-KDNP)</td><td>27559 (51,41%)</td></tr><tr class='JOBBIK'><td>Fehér Zsolt (JOBBIK)</td><td>12824 (23,92%)</td></tr><tr class='LMP'><td>Matkovich Ilona Zsuzsanna (LMP)</td><td>10131 (18,9%)</td></tr><tr class='EGYÜTT'><td>Dr. Jakab Zoltán Attila (EGYÜTT)</td><td>974 (1,82%)</td></tr><tr class='MOMENTUM'><td>Juhász Béla Róbert (MOMENTUM)</td><td>930 (1,73%)</td></tr><tr class='Függetlenjelölt'><td>Rédai Roland (Független jelölt)</td><td>388 (0,72%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Simon József Ferenc (MAGYAR MUNKÁSPÁRT)</td><td>366 (0,68%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Horchy Mihály (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>174 (0,32%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Maróti Lívia Anita (KÖZÖS NEVEZŐ 2018)</td><td>115 (0,21%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Hébel Ildikó (ÖSSZEFOGÁS PÁRT)</td><td>112 (0,21%)</td></tr><tr class='ÉRTÜNKÉRTETEKAHITELESPÁRT'><td>Apáthy István László (ÉRTÜNK ÉRTETEK - A HITELES PÁRT)</td><td>35 (0,07%)</td></tr></table>",27559,24859,2018,,,
2018_86,Pest megye 9. számú egyéni választókerület,Czerván György (FIDESZ-KDNP),24051,50.25,Bozsik József (JOBBIK),16017,33.46,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Czerván György (FIDESZ-KDNP)</td><td>24051 (50,25%)</td></tr><tr class='JOBBIK'><td>Bozsik József (JOBBIK)</td><td>16017 (33,46%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Török Zsolt Bernát (MSZP-PÁRBESZÉD)</td><td>3426 (7,16%)</td></tr><tr class='Függetlenjelölt'><td>Majoros Tibor (Független jelölt)</td><td>2144 (4,48%)</td></tr><tr class='LMP'><td>Szalay Sándor Géza (LMP)</td><td>1409 (2,94%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Kovács Istvánné (MAGYAR MUNKÁSPÁRT)</td><td>166 (0,35%)</td></tr><tr class='EGYÜTT'><td>Mérő Péter Ferenc (EGYÜTT)</td><td>163 (0,34%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Dr. Nagyné Fehér Erzsébet (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>127 (0,27%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Hernyák Balázs Gábor (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>95 (0,2%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Bódi Mária Réka (KÖZÖS NEVEZŐ 2018)</td><td>53 (0,11%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Fricz Szabolcs (IRÁNYTŰ PÁRT)</td><td>33 (0,07%)</td></tr><tr class='MINDENSZEGÉNYÉRTPÁRT'><td>Pusoma Andrea (MINDEN SZEGÉNYÉRT PÁRT)</td><td>29 (0,06%)</td></tr><tr class='NETPÁRT'><td>Bene Károly (NET PÁRT)</td><td>29 (0,06%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Bari Ignác (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>26 (0,05%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Horváth János (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>25 (0,05%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Rácz Lajos (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>23 (0,05%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Látos Richárd (ÖSSZEFOGÁS PÁRT)</td><td>19 (0,04%)</td></tr><tr class='HÁTRÁNYOSHELYZETŰEKPÁRTJA'><td>Nana Zsuzsánna Franciska (HÁTRÁNYOS HELYZETŰEK PÁRTJA)</td><td>16 (0,03%)</td></tr><tr class='NEMZETIEGYÜTTMŰKÖDÉSÉSMEGBÉKÉLÉSPÁRT'><td>Fraternali Krisztina (NEMZETI EGYÜTTMŰKÖDÉS ÉS MEGBÉKÉLÉS PÁRT)</td><td>12 (0,03%)</td></tr></table>",24051,21015,2018,,,
2018_87,Pest megye 10. számú egyéni választókerület,Pogácsás Tibor János (FIDESZ-KDNP),25989,52.61,Lendvay Endre (JOBBIK),12944,26.21,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Pogácsás Tibor János (FIDESZ-KDNP)</td><td>25989 (52,61%)</td></tr><tr class='JOBBIK'><td>Lendvay Endre (JOBBIK)</td><td>12944 (26,21%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Torzsa Sándor József (MSZP-PÁRBESZÉD)</td><td>7065 (14,3%)</td></tr><tr class='LMP'><td>Lutter Ferenc (LMP)</td><td>1666 (3,37%)</td></tr><tr class='MOMENTUM'><td>Janzsó Miklós Csaba (MOMENTUM)</td><td>795 (1,61%)</td></tr><tr class='EGYÜTT'><td>Papp Roland (EGYÜTT)</td><td>287 (0,58%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Rakita Andrea Éva (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>236 (0,48%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Lakos Menyhért (MAGYAR MUNKÁSPÁRT)</td><td>174 (0,35%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Szabó Attila (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>123 (0,25%)</td></tr><tr class='HÁTRÁNYOSHELYZETŰEKPÁRTJA'><td>Galyas Zoltán (HÁTRÁNYOS HELYZETŰEK PÁRTJA)</td><td>62 (0,13%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Seres Attila (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>54 (0,11%)</td></tr></table>",25989,22757,2018,,,
2018_88,Pest megye 11. számú egyéni választókerület,Pánczél Károly (FIDESZ-KDNP),29780,50.94,Magyar Péter (JOBBIK),17231,29.47,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Pánczél Károly (FIDESZ-KDNP)</td><td>29780 (50,94%)</td></tr><tr class='JOBBIK'><td>Magyar Péter (JOBBIK)</td><td>17231 (29,47%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Kücsön Sándor (MSZP-PÁRBESZÉD)</td><td>7157 (12,24%)</td></tr><tr class='LMP'><td>Török László (LMP)</td><td>3300 (5,64%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Károlyi György Mihály (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>153 (0,26%)</td></tr><tr class='DEMOKRATAPÁRT'><td>Kovács Gyula (DEMOKRATA PÁRT)</td><td>122 (0,21%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Szabó József (KÖZÖS NEVEZŐ 2018)</td><td>107 (0,18%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Kovács Zsuzsanna (TENNI AKARÁS MOZGALOM)</td><td>95 (0,16%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Galyas István Krisztián (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>88 (0,15%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Szabó Ágnes (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>74 (0,13%)</td></tr><tr class='ELÉGEDETLENEKPÁRTJA'><td>Jónás Sándor (ELÉGEDETLENEK PÁRTJA)</td><td>66 (0,11%)</td></tr><tr class='SZEGÉNYEKÉRTPÁRT'><td>Csukodi Béla Ernő (SZEGÉNYEKÉRT PÁRT)</td><td>59 (0,1%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Jakab Mihály (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>47 (0,08%)</td></tr><tr class='NETPÁRT'><td>Bakos Bence (NET PÁRT)</td><td>46 (0,08%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Szilvási István (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>34 (0,06%)</td></tr><tr class='HÁTRÁNYOSHELYZETŰEKPÁRTJA'><td>Gyulai Szabolcs (HÁTRÁNYOS HELYZETŰEK PÁRTJA)</td><td>30 (0,05%)</td></tr><tr class='JÓÚTMAGYARPOLGÁRIPÁRT'><td>Terkán Barabás Károly (JÓ ÚT MAGYAR POLGÁRI PÁRT)</td><td>28 (0,05%)</td></tr><tr class='NEMZETIEGYÜTTMŰKÖDÉSÉSMEGBÉKÉLÉSPÁRT'><td>Gieszer Zsolt (NEMZETI EGYÜTTMŰKÖDÉS ÉS MEGBÉKÉLÉS PÁRT)</td><td>26 (0,04%)</td></tr><tr class='JÓLÉTIMAGYARORSZÁGOTPÁRT'><td>Horváth Józsefné (JÓLÉTI MAGYARORSZÁGOT PÁRT)</td><td>21 (0,04%)</td></tr></table>",29780,27688,2018,,,
2018_89,Pest megye 12. számú egyéni választókerület,Földi László (FIDESZ-KDNP),24826,51.64,Volner János (JOBBIK),16145,33.58,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Földi László (FIDESZ-KDNP)</td><td>24826 (51,64%)</td></tr><tr class='JOBBIK'><td>Volner János (JOBBIK)</td><td>16145 (33,58%)</td></tr><tr class='DK'><td>Dr. Szüdi János (DK)</td><td>3372 (7,01%)</td></tr><tr class='LMP'><td>Földi Áron (LMP)</td><td>1961 (4,08%)</td></tr><tr class='MOMENTUM'><td>Mucsinyi Levente (MOMENTUM)</td><td>638 (1,33%)</td></tr><tr class='MKKP'><td>Kis Viktor (MKKP)</td><td>588 (1,22%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Kohl Antal Sándor (MAGYAR MUNKÁSPÁRT)</td><td>158 (0,33%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Fekete-Szabó Zsolt (CSALÁDOK PÁRTJA)</td><td>157 (0,33%)</td></tr><tr class='SZEGÉNYEKÉRTPÁRT'><td>Kiss Erzsébet (SZEGÉNYEKÉRT PÁRT)</td><td>53 (0,11%)</td></tr><tr class='ÉRTÜNKÉRTETEKAHITELESPÁRT'><td>Szellő István (ÉRTÜNK ÉRTETEK - A HITELES PÁRT)</td><td>42 (0,09%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Rácz Lajos (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>37 (0,08%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Bán Zsolt (ÖSSZEFOGÁS PÁRT)</td><td>29 (0,06%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Bicskei Kálmán Vendel (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>29 (0,06%)</td></tr><tr class='ELÉGEDETTMAGYARORSZÁGÉRTMOZGALOM'><td>Antal Péter (ELÉGEDETT MAGYARORSZÁGÉRT MOZGALOM)</td><td>28 (0,06%)</td></tr><tr class='HÁTRÁNYOSHELYZETŰEKPÁRTJA'><td>Rácz Aliz (HÁTRÁNYOS HELYZETŰEK PÁRTJA)</td><td>13 (0,03%)</td></tr></table>",24826,22116,2018,,,
2018_90,Somogy megye 2. számú egyéni választókerület,Szászfalvi László (FIDESZ-KDNP),20217,51.63,Ander Balázs (JOBBIK),14951,38.18,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Szászfalvi László (FIDESZ-KDNP)</td><td>20217 (51,63%)</td></tr><tr class='JOBBIK'><td>Ander Balázs (JOBBIK)</td><td>14951 (38,18%)</td></tr><tr class='DK'><td>Remes Gábor (DK)</td><td>2340 (5,98%)</td></tr><tr class='LMP'><td>Sipos Zoltán (LMP)</td><td>787 (2,01%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Gulyás József (MAGYAR MUNKÁSPÁRT)</td><td>179 (0,46%)</td></tr><tr class='NEMZETIEGYÜTTMŰKÖDÉSÉSMEGBÉKÉLÉSPÁRT'><td>Horváth Péter (NEMZETI EGYÜTTMŰKÖDÉS ÉS MEGBÉKÉLÉS PÁRT)</td><td>99 (0,25%)</td></tr><tr class='EGYÜTT'><td>Gyertyás Lászlóné (EGYÜTT)</td><td>96 (0,25%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Kun László Sándor (CSALÁDOK PÁRTJA)</td><td>80 (0,2%)</td></tr><tr class='OPREROMACIGÁNYDEMOKRATANÉPPÁRT'><td>Martin Ferenc (OPRE ROMA - CIGÁNY DEMOKRATA NÉPPÁRT)</td><td>73 (0,19%)</td></tr><tr class='ÉRTÜNKÉRTETEKAHITELESPÁRT'><td>Böcsödi Barbara (ÉRTÜNK ÉRTETEK - A HITELES PÁRT)</td><td>46 (0,12%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Scsavnicsár Szabolcs (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>44 (0,11%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Tóth Balázs Tamás (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>42 (0,11%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Kovács Olivér (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>40 (0,1%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Horváth Balázs (ÖSSZEFOGÁS PÁRT)</td><td>36 (0,09%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Bali Istvánné (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>31 (0,08%)</td></tr><tr class='EURÓPAICIGÁNYOKDEMOKRATIKUSPÁRTJA'><td>Babai József (EURÓPAI CIGÁNYOK DEMOKRATIKUS PÁRTJA)</td><td>29 (0,07%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Orsós Györgyné (IRÁNYTŰ PÁRT)</td><td>27 (0,07%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Orsós Margit (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>25 (0,06%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Benkőné Slezák Judit (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>14 (0,04%)</td></tr></table>",20217,18174,2018,,,
2018_91,Somogy megye 3. számú egyéni választókerület,Móring József Attila (FIDESZ-KDNP),21892,51.85,Dr. Steinmetz Ádám (JOBBIK),15695,37.18,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Móring József Attila (FIDESZ-KDNP)</td><td>21892 (51,85%)</td></tr><tr class='JOBBIK'><td>Dr. Steinmetz Ádám (JOBBIK)</td><td>15695 (37,18%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Dr. Mészáros Géza József (MSZP-PÁRBESZÉD)</td><td>3029 (7,17%)</td></tr><tr class='LMP'><td>Filák Péter (LMP)</td><td>835 (1,98%)</td></tr><tr class='Függetlenjelölt'><td>Tóth Gábor (Független jelölt)</td><td>357 (0,85%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Szabó Lászlóné (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>92 (0,22%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Buzás Benedek Géza (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>90 (0,21%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Horváth András (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>87 (0,21%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Dr. Szilágyi Zsolt János (ÖSSZEFOGÁS PÁRT)</td><td>78 (0,18%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Kolesznyikov Oleg (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>38 (0,09%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Bodai Istvánné (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>26 (0,06%)</td></tr></table>",21892,19559,2018,,,
2018_92,Somogy megye 4. számú egyéni választókerület,Witzmann Mihály (FIDESZ-KDNP),22920,51.11,Dr. Magyar György (MSZP-P),11221,25.02,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Witzmann Mihály (FIDESZ-KDNP)</td><td>22920 (51,11%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Dr. Magyar György (MSZP-PÁRBESZÉD)</td><td>11221 (25,02%)</td></tr><tr class='JOBBIK'><td>Potocskáné Kőrösi Anita (JOBBIK)</td><td>8635 (19,25%)</td></tr><tr class='LMP'><td>Gál Ferenc (LMP)</td><td>918 (2,05%)</td></tr><tr class='MOMENTUM'><td>Nagy Dávid (MOMENTUM)</td><td>478 (1,07%)</td></tr><tr class='Függetlenjelölt'><td>Jámbor Péter (Független jelölt)</td><td>325 (0,72%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Csehi Norbert Péter (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>67 (0,15%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Madarász György (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>58 (0,13%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Bartos-Bogdán Anita (KÖZÖS NEVEZŐ 2018)</td><td>52 (0,12%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Kiss Péter (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>48 (0,11%)</td></tr><tr><td>Gulyás Gábor ()</td><td>44 (0,1%)</td></tr><tr class='ORIGÓPÁRT'><td>Szappanos Zsuzsanna (ORIGÓ PÁRT)</td><td>34 (0,08%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Dr. Szilágyiné Bátyi Katalin (ÖSSZEFOGÁS PÁRT)</td><td>27 (0,06%)</td></tr><tr class='NETPÁRT'><td>Antal László (NET PÁRT)</td><td>19 (0,04%)</td></tr></table>",22920,21252,2018,,,
2018_93,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Dr. Seszták Miklós István (FIDESZ-KDNP),32374,61.87,Dr. Gyüre Csaba (JOBBIK),14513,27.74,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Seszták Miklós István (FIDESZ-KDNP)</td><td>32374 (61,87%)</td></tr><tr class='JOBBIK'><td>Dr. Gyüre Csaba (JOBBIK)</td><td>14513 (27,74%)</td></tr><tr class='DK'><td>Rakóczki Dénesné (DK)</td><td>2512 (4,8%)</td></tr><tr class='LMP'><td>Makranczi István (LMP)</td><td>1239 (2,37%)</td></tr><tr class='MOMENTUM'><td>Matejka Rita (MOMENTUM)</td><td>363 (0,69%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Perdiák János (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>211 (0,4%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Tóth Péter Pál (MAGYAR MUNKÁSPÁRT)</td><td>181 (0,35%)</td></tr><tr class='Függetlenjelölt'><td>Horváth József (Független jelölt)</td><td>180 (0,34%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Kántor István (CSALÁDOK PÁRTJA)</td><td>127 (0,24%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Leskó Péter (KÖZÖS NEVEZŐ 2018)</td><td>114 (0,22%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Badzsó Beáta (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>80 (0,15%)</td></tr><tr class='MINDENSZEGÉNYÉRTPÁRT'><td>Zsigu István (MINDEN SZEGÉNYÉRT PÁRT)</td><td>77 (0,15%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Varga Mariann (TENNI AKARÁS MOZGALOM)</td><td>66 (0,13%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Szaniszló Ferenc (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>49 (0,09%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Kujbus Mihályné (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>46 (0,09%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Vass Szilvia (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>39 (0,07%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Fodor Dezső (ÖSSZEFOGÁS PÁRT)</td><td>33 (0,06%)</td></tr><tr class='AMIPÁRTUNKIMA'><td>Novák Sándor (A MI PÁRTUNK - IMA)</td><td>30 (0,06%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Varga Melinda (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>27 (0,05%)</td></tr><tr class='NETPÁRT'><td>Molnár Zoltánné (NET PÁRT)</td><td>19 (0,04%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Papp Lászlóné (IRÁNYTŰ PÁRT)</td><td>19 (0,04%)</td></tr><tr class='EURÓPAIALTERNATÍVAPÁRT'><td>Spekker József (EURÓPAI ALTERNATÍVA PÁRT)</td><td>15 (0,03%)</td></tr><tr class='EGYENLŐSÉGROMAPÁRT'><td>Buzási Krisztián (EGYENLŐSÉG ROMA PÁRT)</td><td>11 (0,02%)</td></tr></table>",32374,18627,2018,,,
